model_family,model_size,experiment_type,seed,step,k,sparsity,learning_rate,iteration_num
Qwen,1.5B,SFT,9999,165,1,96.58081862277024,2e-05,1
Qwen,1.5B,SFT,9999,166,1,96.55784306316825,2e-05,1
Qwen,1.5B,SFT,9999,167,1,96.59051996450245,2e-05,1
Qwen,1.5B,SFT,9999,168,1,96.60704141535246,2e-05,1
Qwen,1.5B,SFT,9999,169,1,96.60213934248809,2e-05,1
Qwen,1.5B,SFT,9999,170,1,96.61315174287586,2e-05,1
Qwen,1.5B,SFT,9999,171,1,96.57241791030266,2e-05,1
Qwen,1.5B,SFT,9999,172,1,96.59345684212822,2e-05,1
Qwen,1.5B,SFT,9999,173,1,96.56773116225527,2e-05,1
Qwen,1.5B,SFT,9999,174,1,96.61303656612357,2e-05,1
Qwen,1.5B,SFT,9999,175,1,96.57476802132423,2e-05,1
Qwen,1.5B,SFT,9999,176,1,96.5725701405433,2e-05,1
Qwen,1.5B,SFT,9999,177,1,96.59087592415028,2e-05,1
Qwen,1.5B,SFT,9999,178,1,96.57688505813054,2e-05,1
Qwen,1.5B,SFT,9999,179,1,96.61080823929453,2e-05,1
Qwen,1.5B,SFT,9999,180,1,96.6047681320183,2e-05,1
Qwen,1.5B,SFT,9999,181,1,96.59884339583084,2e-05,1
Qwen,1.5B,SFT,9999,182,1,96.6527356865121,2e-05,1
Qwen,1.5B,SFT,9999,183,1,96.69531208800667,2e-05,1
Qwen,1.5B,SFT,9999,184,1,96.69660060363087,2e-05,1
Qwen,1.5B,SFT,9999,185,1,96.67777173100548,2e-05,1
Qwen,1.5B,SFT,9999,186,1,96.675468066402,2e-05,1
Qwen,1.5B,SFT,9999,187,1,96.60654721769035,2e-05,1
Qwen,1.5B,SFT,9999,188,1,96.60338154125182,2e-05,1
Qwen,1.5B,SFT,9999,189,1,96.61721389348479,2e-05,1
Qwen,1.5B,SFT,9999,190,1,96.61782041763085,2e-05,1
Qwen,1.5B,SFT,9999,191,1,96.62526311604353,2e-05,1
Qwen,1.5B,SFT,9999,192,1,96.60760758229004,2e-05,1
Qwen,1.5B,SFT,9999,193,1,96.58328442877472,2e-05,1
Qwen,1.5B,SFT,9999,194,1,96.48387698038718,2e-05,1
Qwen,1.5B,SFT,9999,195,1,96.50814261030519,2e-05,1
Qwen,1.5B,SFT,9999,196,1,96.53970330769184,2e-05,1
Qwen,1.5B,SFT,9999,197,1,96.53253566017355,2e-05,1
Qwen,1.5B,SFT,9999,198,1,96.52123810339455,2e-05,1
Qwen,1.5B,SFT,9999,199,1,96.53523078322141,2e-05,1
Qwen,1.5B,SFT,9999,200,1,96.52934672813656,2e-05,1
Qwen,1.5B,SFT,9999,201,1,96.56734184151215,2e-05,1
Qwen,1.5B,SFT,9999,202,1,96.54277913589897,2e-05,1
Qwen,1.5B,SFT,9999,203,1,96.59814242415675,2e-05,1
Qwen,1.5B,SFT,9999,204,1,96.62377961615364,2e-05,1
Qwen,1.5B,SFT,9999,205,1,96.64341077453669,2e-05,1
